Gene Name,Transcript Name,Description
Phvul.003G142726,Phvul.003G142726.1,PTHR21319:SF0 - RING FINGER AND CHY ZINC FINGER DOMAIN-CONTAINING PROTEIN 1 (1 of 5)
Phvul.009G096100,Phvul.009G096100.2,
Phvul.008G062300,Phvul.008G062300.1,PTHR21726:SF30 - PHOSPHATIDYLINOSITOL N-ACETYGLUCOSAMINLYTRANSFERASE SUBUNIT P-LIKE PROTEIN (1 of 2)
Phvul.008G010600,Phvul.008G010600.1,"PTHR32227:SF54 - BETA-1, 3-GLUCANASE-LIKE PROTEIN-RELATED (1 of 1)"
Phvul.002G217400,Phvul.002G217400.1,PTHR11825:SF53 - BRANCHED-CHAIN-AMINO-ACID AMINOTRANSFERASE 6-RELATED (1 of 1)
Phvul.010G032000,Phvul.010G032000.1,PF00069//PF01453 - Protein kinase domain (Pkinase)  // D-mannose binding lectin (B_lectin)  (1 of 8)
Phvul.008G210814,Phvul.008G210814.1,PF00560//PF08263//PF13855 - Leucine Rich Repeat (LRR_1)  // Leucine rich repeat N-terminal domain (LRRNT_2)  // Leucine rich repeat (LRR_8)  (1 of 49)
Phvul.002G026800,Phvul.002G026800.2,PTHR31506:SF3 - BES1/BZR1 HOMOLOG PROTEIN 1-RELATED (1 of 2)
Phvul.007G126200,Phvul.007G126200.1,PTHR31846:SF13 - CRM FAMILY MEMBER 3A-RELATED (1 of 1)
Phvul.001G185900,Phvul.001G185900.1,PF13041 - PPR repeat family (PPR_2)  (1 of 466)
Phvul.009G141300,Phvul.009G141300.1,PTHR11132//PTHR11132:SF98 - SOLUTE CARRIER FAMILY 35 // SUBFAMILY NOT NAMED (1 of 2)
Phvul.006G052200,Phvul.006G052200.1,PTHR24223:SF181 - ABC TRANSPORTER C FAMILY MEMBER 3-RELATED (1 of 2)
Phvul.002G143866,Phvul.002G143866.2,
Phvul.006G023000,Phvul.006G023000.2,PTHR22835//PTHR22835:SF131 - ZINC FINGER FYVE DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 1)
Phvul.004G069300,Phvul.004G069300.3,
Phvul.003G024300,Phvul.003G024300.1,K11991 - tRNA(adenine34) deaminase [EC:3.5.4.33] (tadA)  (1 of 1)
Phvul.009G137500,Phvul.009G137500.1,PF03106 - WRKY DNA -binding domain (WRKY)  (1 of 91)
Phvul.008G264600,Phvul.008G264600.1,PF03479 - Domain of unknown function (DUF296) (DUF296)  (1 of 41)
Phvul.005G108750,Phvul.005G108750.2,
Phvul.011G101700,Phvul.011G101700.10,
Phvul.003G231400,Phvul.003G231400.1,PF00069//PF00560//PF08263//PF13855 - Protein kinase domain (Pkinase)  // Leucine Rich Repeat (LRR_1)  // Leucine rich repeat N-terminal domain (LRRNT_2)  // Leucine rich repeat (LRR_8)  (1 of 43)
Phvul.011G152600,Phvul.011G152600.1,
Phvul.009G260500,Phvul.009G260500.1,PTHR27000:SF208 - RECEPTOR LIKE PROTEIN 3-RELATED (1 of 1)
Phvul.008G083700,Phvul.008G083700.4,
Phvul.007G153500,Phvul.007G153500.1,K08903 - photosystem II 13kDa protein (psb28)  (1 of 2)
Phvul.002G210750,Phvul.002G210750.1,"2.5.1.74 - 1,4-dihydroxy-2-naphthoate polyprenyltransferase (1 of 1)"
Phvul.002G038100,Phvul.002G038100.3,
Phvul.011G063100,Phvul.011G063100.2,PF03514 - GRAS domain family (GRAS)  (1 of 55)
Phvul.005G056800,Phvul.005G056800.1,
Phvul.011G113500,Phvul.011G113500.2,
Phvul.009G217400,Phvul.009G217400.1,PF14547 - Hydrophobic seed protein (Hydrophob_seed)  (1 of 17)
Phvul.002G256200,Phvul.002G256200.2,
Phvul.005G068500,Phvul.005G068500.1,PTHR13301:SF69 - BASIC HELIX-LOOP-HELIX DOMAIN-CONTAINING PROTEIN (1 of 3)
Phvul.011G020500,Phvul.011G020500.1,
Phvul.003G083000,Phvul.003G083000.2,PTHR10655:SF20 - CARBOXYLESTERASE (1 of 1)
Phvul.007G222200,Phvul.007G222200.1,PTHR24032:SF1 - PRESPORE PROTEIN DP87 (1 of 1)
Phvul.009G100600,Phvul.009G100600.1,
Phvul.008G131000,Phvul.008G131000.1,"K14819 - dual specificity phosphatase 12 [EC:3.1.3.16 3.1.3.48] (DUSP12, YVH1)  (1 of 3)"
Phvul.009G157900,Phvul.009G157900.1,PTHR23324:SF48 - PATELLIN-3-RELATED (1 of 3)
Phvul.006G172601,Phvul.006G172601.1,PF12796 - Ankyrin repeats (3 copies) (Ank_2)  (1 of 93)
Phvul.003G243350,Phvul.003G243350.1,PTHR12565:SF74 - TRANSCRIPTION FACTOR HEC1 (1 of 2)
Phvul.002G030600,Phvul.002G030600.1,K07943 - ADP-ribosylation factor-like protein 2 (ARL2)  (1 of 1)
Phvul.001G099300,Phvul.001G099300.1,PTHR19957//PTHR19957:SF138 - SYNTAXIN // SUBFAMILY NOT NAMED (1 of 1)
Phvul.007G154600,Phvul.007G154600.1,
Phvul.010G065700,Phvul.010G065700.2,
Phvul.005G185600,Phvul.005G185600.2,
Phvul.002G058701,Phvul.002G058701.3,
Phvul.011G128500,Phvul.011G128500.3,
Phvul.003G084400,Phvul.003G084400.1,"K08272 - calcium binding protein 39 (CAB39, MO25)  (1 of 4)"
Phvul.003G142000,Phvul.003G142000.1,KOG2210 - Oxysterol-binding protein (1 of 4)
Phvul.008G283801,Phvul.008G283801.1,PTHR11902:SF13 - CYTOSOLIC ENOLASE 3 (1 of 1)
Phvul.007G085000,Phvul.007G085000.2,
Phvul.010G042800,Phvul.010G042800.1,PTHR22884:SF340 - HISTONE-LYSINE N-METHYLTRANSFERASE SU(VAR)3-9-RELATED (1 of 2)
Phvul.001G020350,Phvul.001G020350.1,KOG0513 - Ca2+-independent phospholipase A2 (1 of 16)
Phvul.002G073200,Phvul.002G073200.1,KOG4510 - Permease of the drug/metabolite transporter (DMT) superfamily (1 of 4)
Phvul.009G139200,Phvul.009G139200.3,
Phvul.011G038000,Phvul.011G038000.1,K14488 - SAUR family protein (SAUR)  (1 of 75)
Phvul.008G209600,Phvul.008G209600.3,
Phvul.008G210800,Phvul.008G210800.1,PF00560//PF13855 - Leucine Rich Repeat (LRR_1)  // Leucine rich repeat (LRR_8)  (1 of 35)
Phvul.003G260200,Phvul.003G260200.3,K11498 - centromeric protein E (CENPE)  (1 of 14)
Phvul.006G214800,Phvul.006G214800.1,KOG4176 - Uncharacterized conserved protein (1 of 6)
Phvul.001G186800,Phvul.001G186800.1,PF00024 - PAN domain (PAN_1)  (1 of 1)
Phvul.009G006700,Phvul.009G006700.1,PTHR34048:SF1 - CHLOROPLAST INNER MEMBRANE LOCALIZED PROTEIN (1 of 2)
Phvul.003G049300,Phvul.003G049300.1,K03869 - cullin 3 (CUL3)  (1 of 2)
Phvul.002G211700,Phvul.002G211700.1,
Phvul.006G072700,Phvul.006G072700.2,
Phvul.003G029500,Phvul.003G029500.1,PTHR11695//PTHR11695:SF588 - ALCOHOL DEHYDROGENASE RELATED // SUBFAMILY NOT NAMED (1 of 5)
Phvul.007G014400,Phvul.007G014400.1,4.1.99.18 - Cyclic pyranopterin phosphate synthase / Molybdenum cofactor biosynthesis protein 1 (1 of 3)
Phvul.005G034500,Phvul.005G034500.1,1.1.1.195 - Cinnamyl-alcohol dehydrogenase / CAD (1 of 20)
Phvul.003G064700,Phvul.003G064700.2,
Phvul.L004601,Phvul.L004601.1,PTHR24006:SF526 - UBIQUITIN CARBOXYL-TERMINAL HYDROLASE 10-RELATED (1 of 1)
Phvul.005G132300,Phvul.005G132300.1,
Phvul.010G101200,Phvul.010G101200.4,
Phvul.009G211150,Phvul.009G211150.2,
Phvul.003G134100,Phvul.003G134100.1,PTHR24361:SF385 - MITOGEN-ACTIVATED PROTEIN KINASE KINASE 1-RELATED (1 of 2)
Phvul.003G056200,Phvul.003G056200.1,PTHR31358:SF6 - F3I6.9 PROTEIN (1 of 2)
Phvul.010G099300,Phvul.010G099300.4,
Phvul.007G012900,Phvul.007G012900.1,PTHR10799:SF777 - DNA-BINDING PROTEIN-RELATED (1 of 1)
Phvul.003G057801,Phvul.003G057801.1,
Phvul.008G088300,Phvul.008G088300.1,
Phvul.004G102600,Phvul.004G102600.1,
Phvul.004G074800,Phvul.004G074800.2,"K14777 - ATP-dependent RNA helicase DDX47/RRP3 [EC:3.6.4.13] (DDX47, RRP3)  (1 of 2)"
Phvul.002G098300,Phvul.002G098300.8,
Phvul.010G138400,Phvul.010G138400.1,
Phvul.009G173300,Phvul.009G173300.1,"PF14571 - Stress-induced protein Di19, C-terminal (Di19_C)  (1 of 6)"
Phvul.008G093300,Phvul.008G093300.1,K02728 - 20S proteasome subunit alpha 3 (PSMA4)  (1 of 2)
Phvul.005G010800,Phvul.005G010800.1,PTHR13165 - ARSENITE-RESISTANCE PROTEIN 2 (1 of 2)
Phvul.001G141000,Phvul.001G141000.1,PF03110 - SBP domain (SBP)  (1 of 23)
Phvul.001G083000,Phvul.001G083000.1,2.3.1.74 - Naringenin-chalcone synthase / Flavonone synthase (1 of 14)
Phvul.009G182600,Phvul.009G182600.1,PF06522 - NADH-ubiquinone reductase complex 1 MLRQ subunit (B12D)  (1 of 3)
Phvul.009G185500,Phvul.009G185500.1,"K12127 - pseudo-response regulator 1 (TOC1, APRR1)  (1 of 2)"
Phvul.002G327100,Phvul.002G327100.1,"K03267 - peptide chain release factor subunit 3 (ERF3, GSPT)  (1 of 1)"
Phvul.005G073300,Phvul.005G073300.1,PTHR11206:SF78 - MATE EFFLUX FAMILY PROTEIN ALF5-RELATED (1 of 2)
Phvul.005G071800,Phvul.005G071800.6,PTHR22847:SF422 - PROTEIN SUPPRESSOR OF PHYA-105 1 (1 of 4)
Phvul.009G029900,Phvul.009G029900.1,
Phvul.003G114500,Phvul.003G114500.2,KOG3450 - Huntingtin interacting protein HYPK (1 of 2)
Phvul.010G001100,Phvul.010G001100.3,
Phvul.001G049200,Phvul.001G049200.1,K04733 - interleukin-1 receptor-associated kinase 4 (IRAK4)  (1 of 48)
Phvul.007G175900,Phvul.007G175900.2,
Phvul.011G193400,Phvul.011G193400.1,PTHR27002:SF95 - G-TYPE LECTIN S-RECEPTOR-LIKE SERINE/THREONINE-PROTEIN KINASE B120 (1 of 12)
Phvul.002G033300,Phvul.002G033300.1,PTHR10366//PTHR10366:SF375 - NAD DEPENDENT EPIMERASE/DEHYDRATASE // SUBFAMILY NOT NAMED (1 of 9)
Phvul.009G036400,Phvul.009G036400.1,"PTHR14154:SF15 - PEPTIDYL-PROLYL CIS-TRANS ISOMERASE, PUTATIVE-RELATED (1 of 1)"
Phvul.001G166200,Phvul.001G166200.4,
Phvul.002G006300,Phvul.002G006300.1,PTHR31086:SF2 - ALUMINUM-ACTIVATED MALATE TRANSPORTER 12-RELATED (1 of 3)
Phvul.005G023600,Phvul.005G023600.2,PTHR10638:SF39 - AMINE OXIDASE-RELATED (1 of 2)
Phvul.002G234800,Phvul.002G234800.1,1.3.3.8 - Tetrahydroberberine oxidase / THB oxidase (1 of 37)
Phvul.008G100900,Phvul.008G100900.2,"2.4.1.256 - Dolichyl-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-dolichol alpha-1,2- glucosyltransferase / Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase (1 of 1)"
Phvul.007G145300,Phvul.007G145300.1,K12900 - FUS-interacting serine-arginine-rich protein 1 (FUSIP1)  (1 of 5)
Phvul.002G153400,Phvul.002G153400.1,PTHR18896//PTHR18896:SF15 - PHOSPHOLIPASE D // SUBFAMILY NOT NAMED (1 of 1)
Phvul.007G022000,Phvul.007G022000.1,PTHR31096:SF14 - ACT DOMAIN-CONTAINING PROTEIN (1 of 1)
Phvul.002G244500,Phvul.002G244500.1,PTHR11952:SF10 - RIMM-LIKE 16S RRNA PROCESSING PROTEIN (1 of 1)
Phvul.009G047000,Phvul.009G047000.4,
Phvul.002G151100,Phvul.002G151100.1,
Phvul.009G116900,Phvul.009G116900.1,"K01872 - alanyl-tRNA synthetase (AARS, alaS)  (1 of 3)"
Phvul.008G067500,Phvul.008G067500.1,PTHR24206:SF22 - PROTEIN PLIM2A (1 of 2)
Phvul.007G198000,Phvul.007G198000.1,PTHR10992:SF907 - ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN (1 of 5)
Phvul.010G005000,Phvul.010G005000.1,3.4.19.12 - Ubiquitinyl hydrolase 1 / Ubiquitin thiolesterase (1 of 69)
Phvul.003G217400,Phvul.003G217400.1,
Phvul.008G187700,Phvul.008G187700.2,
Phvul.007G223200,Phvul.007G223200.11,
Phvul.011G014450,Phvul.011G014450.1,PTHR23155:SF402 - DISEASE RESISTANCE PROTEIN RPP13-RELATED (1 of 8)
Phvul.006G130611,Phvul.006G130611.1,4.1.1.28 - Aromatic-L-amino-acid decarboxylase / Tryptophan decarboxylase (1 of 1)
Phvul.009G187300,Phvul.009G187300.3,
Phvul.008G251001,Phvul.008G251001.1,PF07107 - Wound-induced protein WI12 (WI12)  (1 of 4)
Phvul.002G261000,Phvul.002G261000.1,PF12070 - Protein of unknown function (DUF3550/UPF0682) (DUF3550)  (1 of 2)
Phvul.007G153100,Phvul.007G153100.2,
Phvul.002G305600,Phvul.002G305600.1,"K02910 - large subunit ribosomal protein L31e (RP-L31e, RPL31)  (1 of 3)"
Phvul.002G228000,Phvul.002G228000.2,
Phvul.004G090800,Phvul.004G090800.1,1.11.1.7 - Peroxidase / Lactoperoxidase (1 of 96)
Phvul.006G144200,Phvul.006G144200.2,
Phvul.008G026500,Phvul.008G026500.2,
Phvul.010G134700,Phvul.010G134700.2,
Phvul.001G083300,Phvul.001G083300.1,PF00069//PF00560//PF08263 - Protein kinase domain (Pkinase)  // Leucine Rich Repeat (LRR_1)  // Leucine rich repeat N-terminal domain (LRRNT_2)  (1 of 21)
Phvul.010G067273,Phvul.010G067273.2,
Phvul.008G201300,Phvul.008G201300.1,PTHR21493:SF9 - GOLGI TRANSPORT PROTEIN 1-RELATED (1 of 2)
Phvul.003G209300,Phvul.003G209300.5,
Phvul.002G121000,Phvul.002G121000.7,
Phvul.006G116100,Phvul.006G116100.1,PF02519 - Auxin responsive protein (Auxin_inducible)  (1 of 85)
Phvul.011G050400,Phvul.011G050400.1,"K15455 - diphthamide biosynthesis protein 3 (KTI11, DPH3)  (1 of 1)"
Phvul.001G223700,Phvul.001G223700.1,2.4.1.123 - Inositol 3-alpha-galactosyltransferase / UDP-alpha-D-galactose:myo-inositol 3-alpha-D-galactosyltransferase (1 of 3)
Phvul.011G051800,Phvul.011G051800.1,"PTHR22957:SF26 - PROTEIN TBC-3, ISOFORM B (1 of 2)"
Phvul.006G175000,Phvul.006G175000.1,PTHR22952//PTHR22952:SF143 - CAMP-RESPONSE ELEMENT BINDING PROTEIN-RELATED // SUBFAMILY NOT NAMED (1 of 1)
Phvul.005G050300,Phvul.005G050300.2,PTHR23257:SF438 - F3O9.7 PROTEIN-RELATED (1 of 3)
Phvul.006G219700,Phvul.006G219700.1,PTHR24057:SF3 - SHAGGY-RELATED PROTEIN KINASE DELTA-RELATED (1 of 1)
Phvul.002G060200,Phvul.002G060200.1,PF00560//PF07714//PF08263 - Leucine Rich Repeat (LRR_1)  // Protein tyrosine kinase (Pkinase_Tyr)  // Leucine rich repeat N-terminal domain (LRRNT_2)  (1 of 14)
Phvul.009G106800,Phvul.009G106800.2,"K14454 - aspartate aminotransferase, cytoplasmic (GOT1)  (1 of 1)"
Phvul.008G209100,Phvul.008G209100.1,K06961 - ribosomal RNA assembly protein (KRR1)  (1 of 1)
Phvul.001G136200,Phvul.001G136200.1,PTHR10887:SF366 - DNA-BINDING PROTEIN-RELATED (1 of 1)
Phvul.007G099000,Phvul.007G099000.1,1.1.5.3 - Glycerol-3-phosphate dehydrogenase / sn-glycerol-3-phosphate dehydrogenase (1 of 2)
Phvul.001G261000,Phvul.001G261000.2,
Phvul.004G165900,Phvul.004G165900.1,PTHR24056:SF171 - CYCLIN-DEPENDENT KINASE 20 (1 of 2)
Phvul.007G005700,Phvul.007G005700.2,PTHR13832:SF358 - PROTEIN PHOSPHATASE 2C 38-RELATED (1 of 1)
Phvul.007G129600,Phvul.007G129600.1,
Phvul.008G107400,Phvul.008G107400.1,PF01535//PF12854//PF13041 - PPR repeat (PPR)  // PPR repeat (PPR_1)  // PPR repeat family (PPR_2)  (1 of 29)
Phvul.006G159400,Phvul.006G159400.5,
Phvul.007G191100,Phvul.007G191100.6,
Phvul.008G242600,Phvul.008G242600.1,"PTHR24095:SF177 - ACYL-ACTIVATING ENZYME 5, PEROXISOMAL-RELATED (1 of 2)"
Phvul.008G242100,Phvul.008G242100.1,PTHR10887:SF358 - P-LOOP CONTAINING NUCLEOSIDE TRIPHOSPHATE HYDROLASES SUPERFAMILY PROTEIN (1 of 4)
Phvul.008G253500,Phvul.008G253500.1,K07760 - cyclin-dependent kinase [EC:2.7.11.22] (CDK)  (1 of 2)
Phvul.003G190800,Phvul.003G190800.2,
Phvul.002G106200,Phvul.002G106200.3,
Phvul.009G093300,Phvul.009G093300.9,
Phvul.011G073100,Phvul.011G073100.1,PF01535//PF13041 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  (1 of 197)
Phvul.005G064600,Phvul.005G064600.1,"PTHR28039:SF6 - ALTERED INHERITANCE OF MITOCHONDRIA PROTEIN 18, MITOCHONDRIAL-RELATED (1 of 2)"
Phvul.008G031900,Phvul.008G031900.1,2.3.1.115 - Isoflavone-7-O-beta-glucoside 6''-O-malonyltransferase / Flavone/flavonol 7-O-beta-D-glucoside malonyltransferase (1 of 13)
Phvul.006G091100,Phvul.006G091100.1,
Phvul.001G167900,Phvul.001G167900.1,PTHR13140:SF256 - MYOSIN-14-RELATED (1 of 4)
Phvul.011G207300,Phvul.011G207300.1,PF01535//PF12854//PF13041 - PPR repeat (PPR)  // PPR repeat (PPR_1)  // PPR repeat family (PPR_2)  (1 of 29)
Phvul.008G083600,Phvul.008G083600.1,PF00234 - Protease inhibitor/seed storage/LTP family (Tryp_alpha_amyl)  (1 of 24)
Phvul.009G071700,Phvul.009G071700.5,
Phvul.007G144700,Phvul.007G144700.2,
Phvul.003G284500,Phvul.003G284500.2,
Phvul.009G090200,Phvul.009G090200.1,
Phvul.002G100200,Phvul.002G100200.2,
Phvul.005G037100,Phvul.005G037100.1,PTHR15537:SF2 - F-BOX ONLY PROTEIN 7 (1 of 1)
Phvul.004G033400,Phvul.004G033400.1,PTHR31948:SF12 - MINI ZINC FINGER PROTEIN 2 (1 of 3)
Phvul.011G076000,Phvul.011G076000.1,PTHR32077:SF7 - FASCICLIN-LIKE ARABINOGALACTAN PROTEIN 11 (1 of 25)
Phvul.011G071400,Phvul.011G071400.2,
Phvul.009G121300,Phvul.009G121300.1,PTHR10972:SF67 - OXYSTEROL-BINDING PROTEIN-RELATED PROTEIN 1D (1 of 3)
Phvul.006G133900,Phvul.006G133900.1,PF09335 - SNARE associated Golgi protein (SNARE_assoc)  (1 of 12)
Phvul.003G201700,Phvul.003G201700.1,K14559 - U3 small nucleolar RNA-associated protein MPP10 (MPP10)  (1 of 1)
Phvul.009G059000,Phvul.009G059000.1,PTHR10366//PTHR10366:SF391 - NAD DEPENDENT EPIMERASE/DEHYDRATASE // SUBFAMILY NOT NAMED (1 of 1)
Phvul.005G072800,Phvul.005G072800.1,2.8.1.8 - Lipoyl synthase / Lipoate synthase (1 of 3)
Phvul.004G081800,Phvul.004G081800.1,PF13041 - PPR repeat family (PPR_2)  (1 of 466)
Phvul.003G180800,Phvul.003G180800.2,
Phvul.011G004300,Phvul.011G004300.1,"K05019 - chloride channel, nucleotide-sensitive, 1A (CLNS1A)  (1 of 1)"
Phvul.010G120401,Phvul.010G120401.5,
Phvul.001G128600,Phvul.001G128600.2,
Phvul.001G089100,Phvul.001G089100.1,PTHR31072:SF4 - TRANSCRIPTION FACTOR TCP20-RELATED (1 of 1)
Phvul.007G218300,Phvul.007G218300.1,"3.2.1.67 - Galacturan 1,4-alpha-galacturonidase / Poly(galacturonate) hydrolase (1 of 1)"
Phvul.007G135201,Phvul.007G135201.1,PTHR27004:SF21 - DISEASE RESISTANCE-LIKE PROTEIN/LRR DOMAIN-CONTAINING PROTEIN (1 of 1)
Phvul.002G135000,Phvul.002G135000.1,PF13961 - Domain of unknown function (DUF4219) (DUF4219)  (1 of 1)
Phvul.001G024500,Phvul.001G024500.1,PTHR12411//PTHR12411:SF352 - CYSTEINE PROTEASE FAMILY C1-RELATED // SUBFAMILY NOT NAMED (1 of 1)
Phvul.009G218800,Phvul.009G218800.1,PTHR11926:SF242 - UDP-GLYCOSYLTRANSFERASE 71B2-RELATED (1 of 1)
Phvul.011G037200,Phvul.011G037200.1,K14488 - SAUR family protein (SAUR)  (1 of 75)
Phvul.001G217800,Phvul.001G217800.1,PTHR11003:SF146 - TWO-PORE POTASSIUM CHANNEL 4-RELATED (1 of 1)
Phvul.009G088700,Phvul.009G088700.4,
Phvul.004G106200,Phvul.004G106200.7,
Phvul.006G124600,Phvul.006G124600.1,PTHR32448:SF25 - FAD-BINDING BERBERINE FAMILY PROTEIN-RELATED (1 of 5)
Phvul.005G130700,Phvul.005G130700.1,PF07795 - Protein of unknown function (DUF1635) (DUF1635)  (1 of 6)
Phvul.003G194000,Phvul.003G194000.1,PF01535//PF13041 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  (1 of 197)
Phvul.011G123200,Phvul.011G123200.1,PTHR10593//PTHR10593:SF26 - SERINE/THREONINE-PROTEIN KINASE RIO // SUBFAMILY NOT NAMED (1 of 3)
Phvul.002G088000,Phvul.002G088000.1,
Phvul.010G051700,Phvul.010G051700.1,"PTHR33184:SF11 - BETA-1,3-N-ACETYLGLUCOSAMINYLTRANSFERASE FAMILY PROTEIN (1 of 9)"
Phvul.002G270500,Phvul.002G270500.1,"PTHR21499:SF23 - GENOMIC DNA, CHROMOSOME 3, P1 CLONE: MVE11 (1 of 1)"
Phvul.003G118200,Phvul.003G118200.1,"K03133 - transcription initiation factor TFIID subunit 9B (TAF9B, TAF9)  (1 of 2)"
Phvul.009G195500,Phvul.009G195500.1,PTHR20855:SF47 - EXPRESSED PROTEIN (1 of 2)
Phvul.009G088450,Phvul.009G088450.2,
Phvul.011G169400,Phvul.011G169400.5,
Phvul.009G036900,Phvul.009G036900.3,
Phvul.001G095600,Phvul.001G095600.1,PTHR10891//PTHR10891:SF621 - EF-HAND CALCIUM-BINDING DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 2)
Phvul.008G028800,Phvul.008G028800.2,
Phvul.007G007700,Phvul.007G007700.2,
Phvul.009G133700,Phvul.009G133700.1,PTHR10641//PTHR10641:SF496 - MYB-LIKE DNA-BINDING PROTEIN MYB // SUBFAMILY NOT NAMED (1 of 2)
Phvul.005G117600,Phvul.005G117600.2,
Phvul.008G153700,Phvul.008G153700.2,
Phvul.007G191200,Phvul.007G191200.2,
Phvul.002G005000,Phvul.002G005000.1,PTHR19282//PTHR19282:SF262 - TETRASPANIN // SUBFAMILY NOT NAMED (1 of 3)
Phvul.L005943,Phvul.L005943.1,PTHR21596//PTHR21596:SF23 - RIBONUCLEASE P SUBUNIT P38 // SUBFAMILY NOT NAMED (1 of 1)
Phvul.001G165900,Phvul.001G165900.1,3.6.3.17 - Monosaccharide-transporting ATPase (1 of 4)
Phvul.003G188200,Phvul.003G188200.1,PTHR31311:SF4 - GLYCOSYLTRANSFERASE 3-RELATED (1 of 1)
Phvul.010G057100,Phvul.010G057100.1,PF00069//PF00954//PF01453 - Protein kinase domain (Pkinase)  // S-locus glycoprotein domain (S_locus_glycop)  // D-mannose binding lectin (B_lectin)  (1 of 14)
Phvul.005G117900,Phvul.005G117900.1,PTHR23155//PTHR23155:SF497 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 6)
Phvul.001G113900,Phvul.001G113900.1,PTHR24198:SF85 - IKB-1 (1 of 2)
Phvul.002G050900,Phvul.002G050900.1,KOG3383 - Uncharacterized conserved protein (1 of 1)
Phvul.008G234200,Phvul.008G234200.1,PTHR23315:SF65 - ARM REPEAT SUPERFAMILY PROTEIN (1 of 2)
Phvul.007G136500,Phvul.007G136500.3,
Phvul.001G017500,Phvul.001G017500.1,"PTHR21569:SF2 - 30S RIBOSOMAL PROTEIN S9, CHLOROPLASTIC (1 of 1)"
Phvul.011G118800,Phvul.011G118800.1,PTHR21576//PTHR21576:SF29 - UNCHARACTERIZED NODULIN-LIKE PROTEIN // SUBFAMILY NOT NAMED (1 of 1)
Phvul.007G134600,Phvul.007G134600.11,
Phvul.009G213400,Phvul.009G213400.1,K12123 - phytochrome E (PHYE)  (1 of 1)
Phvul.009G055100,Phvul.009G055100.1,K00565 - mRNA (guanine-N7-)-methyltransferase (RNMT)  (1 of 2)
Phvul.011G140050,Phvul.011G140050.1,PF13041 - PPR repeat family (PPR_2)  (1 of 466)
Phvul.010G014101,Phvul.010G014101.1,PTHR27004:SF37 - DISEASE RESISTANCE FAMILY PROTEIN/LRR FAMILY PROTEIN-RELATED (1 of 10)
Phvul.009G234800,Phvul.009G234800.1,
Phvul.009G060200,Phvul.009G060200.2,
Phvul.007G020000,Phvul.007G020000.2,
Phvul.006G107200,Phvul.006G107200.1,PTHR22835//PTHR22835:SF171 - ZINC FINGER FYVE DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 2)
Phvul.007G269500,Phvul.007G269500.1,K06620 - transcription factor E2F3 (E2F3)  (1 of 3)
Phvul.003G138300,Phvul.003G138300.1,
Phvul.001G125500,Phvul.001G125500.1,
Phvul.009G232300,Phvul.009G232300.1,
Phvul.007G102850,Phvul.007G102850.1,PTHR10593//PTHR10593:SF27 - SERINE/THREONINE-PROTEIN KINASE RIO // SUBFAMILY NOT NAMED (1 of 10)
Phvul.006G091400,Phvul.006G091400.1,K15718 - linoleate 9S-lipoxygenase (LOX1_5)  (1 of 19)
Phvul.008G129400,Phvul.008G129400.1,PF12776 - Myb/SANT-like DNA-binding domain (Myb_DNA-bind_3)  (1 of 47)
Phvul.003G291200,Phvul.003G291200.2,PTHR32387:SF0 - NO VEIN-LIKE PROTEIN-RELATED (1 of 1)
Phvul.008G086500,Phvul.008G086500.2,
Phvul.007G072100,Phvul.007G072100.1,"K02920 - large subunit ribosomal protein L36e (RP-L36e, RPL36)  (1 of 2)"
Phvul.006G173800,Phvul.006G173800.1,PTHR22814:SF109 - F13E7.9 PROTEIN (1 of 1)
Phvul.009G005900,Phvul.009G005900.1,
Phvul.001G104500,Phvul.001G104500.4,
Phvul.007G223500,Phvul.007G223500.1,K14510 - serine/threonine-protein kinase CTR1 (CTR1)  (1 of 3)
Phvul.006G139000,Phvul.006G139000.4,
Phvul.002G118800,Phvul.002G118800.2,
Phvul.011G158600,Phvul.011G158600.1,"PTHR19297:SF75 - CORE-2/I-BRANCHING BETA-1,6-N-ACETYLGLUCOSAMINYLTRANSFERASE FAMILY PROTEIN (1 of 2)"
Phvul.008G251900,Phvul.008G251900.4,
Phvul.004G129100,Phvul.004G129100.1,PTHR24078//PTHR24078:SF208 - DNAJ HOMOLOG SUBFAMILY C MEMBER // SUBFAMILY NOT NAMED (1 of 1)
Phvul.009G021500,Phvul.009G021500.2,PF01535//PF13041 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  (1 of 197)
Phvul.010G134300,Phvul.010G134300.4,
Phvul.008G110900,Phvul.008G110900.1,PTHR33103:SF4 - EMB (1 of 16)
Phvul.002G026200,Phvul.002G026200.1,PTHR11157:SF11 - F25A4.4 (1 of 3)
